source,target,importance
ORAI3,ORAI3,0.9998896
HIPK2,HIPK2,1.0
GLOD5,GLOD5,1.0
ARHGEF6,ARHGEF6,1.0
GATM,GATM,0.9999386
AC002310.7,AC002310.7,1.0
RPH3AL,RPH3AL,0.99988604
TSPAN32,TSPAN32,0.9999442
TLL2,TLL2,1.0
MAD1L1,MAD1L1,1.0
PHLDA3,PRAM1,0.35059077
PRSS35,PRAM1,0.35657805
PRAM1,PRAM1,0.99990064
METTL20,METTL20,1.0
RANBP1,C1QBP,0.33215374
C1QBP,C1QBP,0.9999983
INPP1,INPP1,1.0
RP11-242F24.1,RP11-242F24.1,1.0
JAG2,JAG2,1.0
LINC01037,LINC01037,0.99998224
APBB1IP,CASP1,0.509297
CASP1,CASP1,1.0
BEND2,BEND2,1.0
RP11-1079K10.4,RP11-1079K10.4,0.99990857
HIVEP3,HIVEP3,1.0
HSPB2,HSPB2,0.99999857
PFKFB3,PFKFB3,0.99997747
NCF1,FYB,0.32016402
ALOX5AP,FYB,0.33895957
FYB,FYB,1.0
HSD11B2,HSD11B2,0.99983144
KIAA1024L,KIAA1024L,0.9999839
ZNF844,ZNF844,0.9999287
OR8A1,OR8A1,1.0
TTC33,TTC33,1.0
CFAP53,CFAP53,0.9999792
LRPAP1,LRPAP1,1.0
RP5-1187M17.10,RP5-1187M17.10,1.0
ALOX5,ALOX5,1.0
PRRT3-AS1,PRRT3-AS1,1.0
CTH,CTH,0.9998722
PABPC1L,PABPC1L,1.0
KMT2A,KMT2A,1.0
SPI1,SPI1,0.9999192
SIGLEC10,MME,0.3326263
IL21-AS1,MME,0.38298112
FAM159A,MME,0.4328472
PRG3,MME,0.4568635
SLC6A2,MME,0.64278907
MME,MME,1.0
RP11-473M20.16,RP11-473M20.16,1.0
RP13-991F5.2,RP13-991F5.2,1.0
TXNDC16,TXNDC16,0.99993515
ARMCX3,ARMCX3,0.99995184
RP11-521B24.3,RP11-521B24.3,0.99999297
TMEM17,TMEM17,0.99998164
EVI5L,EVI5L,1.0
MFGE8,MFGE8,1.0
SLC35F2,SLC35F2,0.9999985
C19orf33,C19orf33,1.0
GUK1,GUK1,1.0
CD69,EPHB6,0.31558046
EPHB6,EPHB6,1.0
CTB-50L17.16,CTB-50L17.16,0.9998887
FAM132B,FAM132B,0.99999326
UCP2,UCP2,1.0
PTPRN,PTPRN,1.0
GBGT1,GBGT1,0.9999511
PDGFB,PDGFB,1.0
FOXP4-AS1,FOXP4-AS1,0.99995404
BAG1,BAG1,1.0
NDUFS3,NDUFS3,1.0
QPCTL,QPCTL,0.99995804
LST1,LST1,1.0
HEPACAM2,HEPACAM2,1.0
TRANK1,TRANK1,1.0
PPID,PPID,0.9999569
ACOT13,ACOT13,1.0
FAM124A,CTD-2314B22.1,0.35480848
ALDH1L1,CTD-2314B22.1,0.3951231
CTD-2314B22.1,CTD-2314B22.1,0.9999453
STAP1,STAP1,1.0
SLC44A4,SLC44A4,1.0
RP11-396F22.1,RP11-396F22.1,1.0
GYPC,GYPC,1.0
ACOT7,ACOT7,1.0
SNCG,SNCG,0.9999916
JADRR,LILRB1,0.31108552
HEY1,LILRB1,0.32035977
RP13-143G15.4,LILRB1,0.33006504
COL6A2,LILRB1,0.3523397
RP11-1152H15.1,LILRB1,0.35286295
RP11-366H4.1,LILRB1,0.40550357
PDGFA,LILRB1,0.4056138
PAEP,LILRB1,0.490426
APP,LILRB1,0.49104658
CTB-178M22.2,LILRB1,0.5942976
CCNA1,LILRB1,0.59429777
TFPI2,LILRB1,0.5942979
LILRB1,LILRB1,0.9998026
RP3-461F17.3,RP3-461F17.3,0.99992234
NEK9,NEK9,1.0
RP11-70L8.4,RP11-70L8.4,1.0
SLC9A7,SLC9A7,0.9999713
RNASE1,RNASE1,1.0
TESC,TESC,1.0
CYB561,CYB561,0.9999286
MYL10,TRAC,0.39109418
TRAC,TRAC,1.0
DHX32,DHX32,1.0
RANBP17,RANBP17,0.99991626
HIST3H2A,HIST3H2A,1.0
SMN1,SMN1,0.9999014
CASS4,CASS4,1.0
ARHGAP8,ARHGAP8,0.99984354
MNS1,MNS1,0.99993265
FLJ35934,FLJ35934,0.99993545
EVI2A,EVI2A,0.9999239
RP11-341N2.1,RP11-341N2.1,0.9999883
EXOSC8,EXOSC8,1.0
FSTL3,FSTL3,0.9999499
OR2B6,OR2B6,0.9999014
TMEM119,TMEM119,0.99998593
CENPE,PIF1,0.3378021
UBE2S,PIF1,0.34282753
GTSE1,PIF1,0.35353374
PLK1,PIF1,0.37041622
TPX2,PIF1,0.37050673
TUBB,PIF1,0.37071157
TUBA1C,PIF1,0.3770471
HN1,PIF1,0.37827352
CDCA8,PIF1,0.39588422
CENPF,PIF1,0.40091446
CDK1,PIF1,0.40620777
KPNA2,PIF1,0.418023
CENPA,PIF1,0.42606407
AURKA,PIF1,0.45026845
TOP2A,PIF1,0.5707009
PIF1,PIF1,1.0
ERP29,ERP29,1.0
PLEKHH2,PLEKHH2,0.99991566
GPT2,GPT2,0.9999133
ARHGEF19,ARHGEF19,1.0
UBXN4,UBXN4,1.0
BHLHE40,BHLHE40,1.0
C10orf2,C10orf2,1.0
ITGA7,ITGA7,0.99992913
RP11-196G11.6,RP11-196G11.6,0.999917
RP4-640H8.2,RP4-640H8.2,1.0
CTC-543D15.8,CTC-543D15.8,1.0
MOBP,C4orf26,0.3972166
C4orf26,C4orf26,0.9999464
MPP5,MPP5,0.99997777
LINC00694,LINC00694,0.9999996
COL6A1,PPFIBP2,0.31908655
ANK3,PPFIBP2,0.39259914
PPFIBP2,PPFIBP2,1.0
LBH,LBH,1.0
C18orf54,C18orf54,1.0
MAGEC1,MAGEC1,0.9998815
RP4-563E14.1,RP4-563E14.1,1.0
TMEM38B,TMEM38B,0.9999505
TRIM7,TRIM7,1.0
MAP2K3,MAP2K3,0.99990773
BHLHE41,FAM153C,0.4236153
FAM153C,FAM153C,1.0
PDIA3,PDIA3,0.9999789
LHX6,LHX6,1.0
UBE2S,PHF19,0.37339306
PHF19,PHF19,1.0
SULT1C2,SULT1C2,0.9999228
KDM5B,KDM5B,1.0
RP11-756H6.1,RP11-756H6.1,0.9999678
GTF3C5,GTF3C5,0.9999907
HIST1H2AI,HIST1H2AI,1.0
DKKL1,DKKL1,0.9999
RP11-57H14.2,RP11-57H14.2,0.9998564
TUBA4A,TUBA4A,0.9998739
GFOD1,GFOD1,1.0
GSTO2,GSTO2,1.0
BRI3BP,BRI3BP,0.99995995
U91328.19,U91328.19,1.0
PANX2,PANX2,1.0
PSMC3,PSMC3,0.9999792
NUDT1,NUDT1,1.0
RECQL4,RECQL4,1.0
C11orf98,C11orf98,1.0
RP11-563N4.1,RP11-563N4.1,1.0
SPRYD7,SPRYD7,1.0
C2orf88,C2orf88,1.0
CRIP3,CRIP3,1.0
OR51E1,ART4,0.37031826
ART4,ART4,1.0
ICAM1,ICAM1,0.9999179
NFXL1,NFXL1,0.9999334
HPGD,HPGD,0.9998789
ITPR2,ITPR2,0.9999355
GABPB2,GABPB2,0.99990743
ZGLP1,ZGLP1,0.99991596
GPNMB,GPNMB,0.99993765
RP11-50I19.2,RP11-50I19.2,1.0
GRAMD3,GRAMD3,1.0
SLC9A5,SLC9A5,0.9999262
CAMKK1,CAMKK1,1.0
PFDN1,PFDN1,0.99997526
PHKG1,PHKG1,1.0
MTHFD2,MTHFD2,0.9999723
AC137932.5,LINGO1-AS1,0.43503237
LINGO1-AS1,LINGO1-AS1,1.0
NUPR1,NUPR1,1.0
SURF6,SURF6,1.0
MICALCL,MICALCL,0.99996036
RP11-326I11.3,RP11-326I11.3,1.0
CXCR3,CXCR3,0.99989235
ANKRD20A3,ANKRD20A3,0.99996734
SDC3,SDC3,0.9998993
MC1R,MC1R,1.0
ANXA5,ANXA5,1.0
VASN,VASN,0.9999609
RP11-14N9.2,RP11-14N9.2,1.0
RP11-83A24.2,RP11-83A24.2,1.0
MYCNOS,MYCNOS,1.0
TMSB4X,TMSB4X,1.0
CD3D,CD3D,0.99984324
MRRF,MRRF,1.0
AC005264.2,S100A8,0.36353108
PLN,S100A8,0.37148124
DHRS2,S100A8,0.37148148
RP11-430C7.4,S100A8,0.4026856
S100A8,S100A8,1.0
TRMT6,TRMT6,1.0
RP11-181G12.2,RP11-181G12.2,0.9999524
ZDHHC8,ZDHHC8,0.9999424
CDT1,CDT1,0.9999632
CREB3L1,CREB3L1,0.99991584
PCDHB3,PCDHB3,1.0
JADRR,COL6A2,0.31057918
HEY1,COL6A2,0.31985095
RP11-1152H15.1,COL6A2,0.35227153
LILRB1,COL6A2,0.3523397
AC024560.2,COL6A2,0.39781398
RP11-366H4.1,COL6A2,0.40482283
PDGFA,COL6A2,0.4049323
RP13-143G15.4,COL6A2,0.4735884
PAEP,COL6A2,0.48958898
APP,COL6A2,0.49021116
TFPI2,COL6A2,0.5932696
CCNA1,COL6A2,0.59326994
CTB-178M22.2,COL6A2,0.59326994
COL6A2,COL6A2,1.0
NTRK1,NTRK1,0.99990994
LTV1,LTV1,1.0
ARHGAP5-AS1,ARHGAP5-AS1,0.9999447
ZNF384,ZNF384,0.9999682
IFI27L2,IFI27L2,0.9999718
CD300A,CD300A,0.999935
EYS,EYS,0.99991816
ZNF10,ZNF10,0.99998665
KIFC1,KIFC1,0.9999016
RP5-884M6.1,RP5-884M6.1,1.0
XRCC6BP1,XRCC6BP1,0.99997324
TNNC2,TNNC2,0.99990284
RP11-680F8.3,RP11-680F8.3,1.0
ERMAP,ERMAP,0.9999849
RFC5,RFC5,0.99996734
IL1R2,IL1R2,0.999843
BCL2L11,BCL2L11,0.9999408
RP11-474N24.6,RP11-474N24.6,0.99992144
FAM214B,FAM214B,1.0
ABCB5,ABCB5,0.9999476
RP11-778D9.13,RP11-778D9.13,1.0
MAGOHB,MAGOHB,0.99997264
RP11-20B24.2,RP11-20B24.2,1.0
ANKRD27,ANKRD27,1.0
PCYT1A,PCYT1A,0.99996364
RAB40B,RAB40B,1.0
SIGLEC6,SIGLEC6,1.0
AKAP7,AKAP7,1.0
PPFIBP1,PPFIBP1,0.9999529
AKIRIN2,AKIRIN2,0.999928
PCOLCE2,PCOLCE2,1.0
EPHX2,EPHX2,1.0
CKB,CKB,1.0
MAPK12,MAPK12,0.9999278
HSPA8,HIST1H4C,0.3106146
CDC45,HIST1H4C,0.32060555
HIST1H1D,HIST1H4C,0.32815042
HIST1H1E,HIST1H4C,0.34195694
KIAA0101,HIST1H4C,0.34942096
HIST2H2AC,HIST1H4C,0.44289857
HIST1H4C,HIST1H4C,0.9999987
UBXN11,UBXN11,1.0
RTTN,RTTN,1.0
PSMD13,PSMD13,0.99996513
RPL14,RPS4X,0.43401068
RPL34,RPS4X,0.44183096
RPS5,RPS4X,0.45375296
RPL4,RPS4X,0.46712425
GNB2L1,RPS4X,0.48958138
RPL5,RPS4X,0.5324696
RPL10,RPS4X,0.5327448
RPL10A,RPS4X,0.5392837
RPL7,RPS4X,0.5413245
RPS18,RPS4X,0.5494532
RPS6,RPS4X,0.5816939
RPL3,RPS4X,0.6212153
RPL13A,RPS4X,0.62748235
RPS3,RPS4X,0.63004404
EEF1A1,RPS4X,0.6493857
RPS4X,RPS4X,1.0
HHEX,HHEX,0.99997056
RARRES3,RARRES3,1.0
DTNB,DTNB,1.0
OST4,OST4,1.0
SESN2,SESN2,0.99992204
ACP5,ACP5,1.0
HEXA-AS1,HEXA-AS1,0.9998829
RPL34,RPL4,0.33268303
RPL14,RPL4,0.39014944
RPL6,RPL4,0.3942105
GNB2L1,RPL4,0.41646442
RPS18,RPL4,0.4268503
RPL10,RPL4,0.42831564
RPL7,RPL4,0.45114985
RPL10A,RPL4,0.4618612
RPL5,RPL4,0.465573
RPS4X,RPL4,0.46712425
RPS3,RPL4,0.47965443
RPS6,RPL4,0.5235942
RPL3,RPL4,0.5469026
RPL13A,RPL4,0.55181897
EEF1A1,RPL4,0.56179446
RPL4,RPL4,1.0
MED31,MED31,0.9999681
CREG1,CREG1,0.999974
TMEM38A,TMEM38A,0.9999079
TWISTNB,TWISTNB,0.99999774
PSMD4,PSMD4,0.99999464
HCG11,HCG11,1.0
EXOSC2,EXOSC2,1.0
MEIS3,MEIS3,0.99986225
LETM2,LETM2,1.0
RFK,RFK,0.9999762
OAF,OAF,0.99994314
FAM83D,FAM83D,0.99999756
LINC-PINT,LINC-PINT,0.99997216
PART1,PART1,1.0
SAMD4A,LINC00337,0.31006312
LINC00337,LINC00337,0.9999074
AC137932.4,AC137932.4,0.9999005
LGALS3BP,LGALS3BP,0.9999487
IMP4,IMP4,0.9999631
SLC16A1-AS1,SLC16A1-AS1,0.99994856
TEX13D,TEX13D,0.99993193
SNHG19,SNHG19,1.0
AEN,AEN,1.0
ACER1,ACER1,1.0
ATP5H,ATP5H,0.99998474
CCND2,CCND2,0.9999672
NEB,NEB,1.0
KLF2,KLF2,1.0
HOMER3,HOMER3,0.9999828
PSMD8,PRDX1,0.41730404
CLIC1,PRDX1,0.42054066
NME1,PRDX1,0.43114716
FAU,PRDX1,0.44779304
GSTP1,PRDX1,0.45286858
PSMB3,PRDX1,0.45352527
CACYBP,PRDX1,0.46237975
UBE2L3,PRDX1,0.4657001
PSMB2,PRDX1,0.47131184
HSP90AA1,PRDX1,0.47168493
PSMA4,PRDX1,0.48327988
NDUFS5,PRDX1,0.48644498
RAN,PRDX1,0.51677483
UBB,PRDX1,0.52753
PSMB1,PRDX1,0.5316558
PRDX1,PRDX1,1.0
KLHL3,KLHL3,0.99993736
COL5A2,COL5A2,1.0
SCRT1,DHRS2,0.34941927
S100A8,DHRS2,0.37148148
MAL,DHRS2,0.8307466
DHRS2,DHRS2,1.0
PLN,DHRS2,1.0
UTP14A,UTP14A,1.0
IPO4,IPO4,0.9998904
NOSTRIN,NOSTRIN,1.0
LRAT,LRAT,0.9999784
TRPS1,TRPS1,1.0
DUSP13,DUSP13,0.9999456
PALM3,PALM3,0.9998821
MYLK,MYLK,0.9999724
ATP6V1E2,ATP6V1E2,0.9999562
SSTR2,SSTR2,0.99992466
PSMB1,ATP5C1,0.3130784
UBB,ATP5C1,0.33021826
PRDX1,ATP5C1,0.35984784
ATP5C1,ATP5C1,0.9999895
CA12,CACNG8,0.32532853
CACNG8,CACNG8,0.99998856
AC124944.5,AC124944.5,0.99996966
MAML2,MAML2,1.0
ZNF454,MRAP,0.31582868
MRAP,MRAP,1.0
ZNF304,ZNF304,0.99991465
RP11-55K13.1,RP11-55K13.1,0.9999336
SLC40A1,SLC40A1,0.9999594
TMEM71,TMEM71,1.0
GALK1,GALK1,0.9999293
TMEM74,TMEM74,1.0
SRRD,SRRD,0.9999639
PPFIBP2,COL6A1,0.31908655
COL6A1,COL6A1,1.0
NEK3,NEK3,0.9999937
LINC00618,LINC00618,1.0
DGKB,DGKB,0.9999124
MORC2-AS1,MORC2-AS1,1.0
LINC01169,LINC01169,0.9999888
NXPH4,NXPH4,0.99993366
GSTO1,GSTO1,0.9999993
ACTG1,ACTG1,0.9999975
SERPINI1,SERPINI1,1.0
MT1E,MT1E,0.9999312
ZNF517,ZNF517,0.99989676
ATG4B,ATG4B,0.99998194
CBSL,SLC26A4,0.31873846
SLC26A4,SLC26A4,1.0
ATP8B4,ATP8B4,0.99986947
CLUAP1,CLUAP1,0.99999946
GABRE,GABRE,1.0
WDR89,WDR89,1.0
SLC9A3R1,SLC9A3R1,0.9999817
BDH1,BDH1,0.9999359
FBXO43,FBXO43,1.0
PCNA,PCNA,1.0
RP11-410L14.2,RP11-410L14.2,1.0
RNF44,RNF44,0.99993914
CD226,CD226,0.9999322
PTGR2,PTGR2,0.99999523
POMZP3,POMZP3,1.0
ZFP82,ZFP82,1.0
C9orf147,C9orf147,0.9999056
BARX1,BACE2,0.4219522
RP3-333A15.1,BACE2,0.52391016
BACE2,BACE2,0.9998838
RP11-138P22.1,RP11-138P22.1,0.99990654
FHDC1,FHDC1,0.99990726
NDUFA9,NDUFA9,0.99995905
GPR155,GPR155,0.99991727
HAUS1,HAUS1,1.0
RANBP1,HNRNPD,0.32550868
HNRNPD,HNRNPD,0.99999535
APOBEC3A,APOBEC3A,1.0
ZNF597,ZNF597,0.99997073
ARG2,ARG2,0.9998889
HEMGN,HEMGN,1.0
CDK4,CDK4,0.9999897
ADAM11,ADAM11,0.9999496
SNRNP48,SNRNP48,0.9999281
TOP2A,GTSE1,0.3534343
PIF1,GTSE1,0.35353374
GTSE1,GTSE1,0.9999292
STEAP1B,STEAP1B,0.999909
FAM129A,FAM129A,0.99986506
RP11-279O9.4,RP11-279O9.4,1.0
CFLAR-AS1,NEUROD2,0.32724983
NEUROD2,NEUROD2,1.0
CEP295,CEP295,0.99997854
RP11-989E6.10,RP11-989E6.10,1.0
USP30-AS1,USP30-AS1,0.99994266
LRRC14,LRRC14,1.0
MAT2A,MAT2A,1.0
APLNR,APLNR,1.0
NEK6,NEK6,1.0
MAP3K1,MAP3K1,1.0
RP11-1143G9.4,RP11-1143G9.4,1.0
CDCA7L,CDCA7L,1.0
ZNF202,ZNF202,0.99996173
RAB39A,RAB39A,0.99994797
FNDC3B,FNDC3B,0.9999804
RRN3,RRN3,1.0
RP13-188A5.1,RP13-188A5.1,1.0
PGA5,PGA5,0.99991614
RBPMS2,RBPMS2,1.0
RP13-753N3.3,RP13-753N3.3,0.9999643
EVI2B,EVI2B,1.0
C1orf226,C1orf226,1.0
LINC00996,LINC00996,1.0
FBXO32,FBXO32,0.9999293
FRS3,FRS3,0.99994975
HIST1H4J,HIST1H4J,0.9999284
CTA-243E7.1,CTA-243E7.1,1.0
TYROBP,TYROBP,1.0
RELN,RELN,0.9999655
SIRT2,SIRT2,0.9999859
AC104389.1,AC104389.1,0.9999438
AURKA,TUBA1C,0.3106732
TUBB,TUBA1C,0.32929564
TOP2A,TUBA1C,0.36425912
PIF1,TUBA1C,0.3770471
TUBA1C,TUBA1C,0.99999726
CD53,CD53,0.99994206
NKG7,NKG7,1.0
SRSF12,SRSF12,1.0
SIGLEC8,SIGLEC8,1.0
TNFRSF9,TNFRSF9,0.9999712
HOXB9,HOXB9,0.9999751
EGR1,BTG2,0.3378015
BTG2,BTG2,1.0
TRIB2,TRIB2,0.99996823
PRDX1,SNRPD3,0.32143018
SNRPD3,SNRPD3,1.0
PTPN12,PTPN12,0.9999428
ZNF487,ZNF487,1.0
PLAT,PLAT,1.0
PDE4C,PDE4C,0.9999431
ANKRD13B,ANKRD13B,1.0
RPP40,RPP40,1.0
SARS,SARS,1.0
SLC10A4,SLC10A4,0.9999954
CD3G,CD3G,1.0
RP11-497H16.9,RP11-497H16.9,1.0
PAQR3,PAQR3,0.9999649
CD59,CD59,1.0
GFM1,GFM1,1.0
IGLL1,IGLL1,0.99988794
TGFBR1,TGFBR1,1.0
P2RX4,P2RX4,0.9999105
PDLIM4,PDLIM4,0.99997455
POTEI,POTEI,1.0
CBX7,CBX7,0.99993044
HIST1H2BM,HIST1H2BM,1.0
C16orf46,C16orf46,0.9999362
ANKRD6,ANKRD6,0.999943
GMFG,GMFG,0.9999517
CPVL,CPVL,1.0
POLR1B,POLR1B,0.99996626
AP1S2,AP1S2,0.99993443
NDE1,NDE1,1.0
TXNIP,TXNIP,1.0
LINC00511,TFPI2,0.48043546
KISS1,TFPI2,0.4848313
RP11-702F3.3,TFPI2,0.4937887
JADRR,TFPI2,0.5240221
HEY1,TFPI2,0.53985846
RP13-143G15.4,TFPI2,0.55579257
COL6A2,TFPI2,0.5932696
RP11-1152H15.1,TFPI2,0.5940804
LILRB1,TFPI2,0.5942979
RP11-366H4.1,TFPI2,0.6826817
PDGFA,TFPI2,0.6828697
PAEP,TFPI2,0.82541275
APP,TFPI2,0.826496
CTB-178M22.2,TFPI2,1.0
TFPI2,TFPI2,1.0
CCNA1,TFPI2,1.0
CDKN3,CDKN3,1.0
ME1,ME1,0.9998911
RP11-867G23.8,RP11-867G23.8,0.9998997
SYNE1,SYNE1,0.9998742
PSME1,PSME1,0.9999321
FLT3LG,FLT3LG,0.999976
GK,GK,0.9999923
SULF2,SULF2,1.0
SLC38A5,SLC38A5,1.0
FAM219A,FAM219A,0.99995697
STAC2,STAC2,1.0
ZNF407,ZNF407,0.999945
IL22RA2,HCLS1,0.3255187
CIB3,HCLS1,0.33523932
HCLS1,HCLS1,0.9999808
P4HA3,P4HA3,1.0
FGD3,FGD3,1.0
ADORA2A-AS1,ADORA2A-AS1,0.99991816
RHD,RHD,0.99995536
ZMYND19,ZMYND19,1.0
RAN,PEBP1,0.32482675
PRDX1,PEBP1,0.32768673
NME1,PEBP1,0.34786856
RANBP1,PEBP1,0.366948
PEBP1,PEBP1,0.9999975
TSPAN6,TSPAN6,1.0
EMC4,EMC4,1.0
RP4-706G24.1,RP4-706G24.1,1.0
RP5-1112D6.8,RP5-1112D6.8,0.99997085
CCDC64,CCDC64,0.99997264
GNRH1,GNRH1,0.9999693
LL0XNC01-237H1.2,LL0XNC01-237H1.2,0.9999319
CIB3,ADGRG5,0.33932862
IL22RA2,ADGRG5,0.34010565
ADGRG5,ADGRG5,0.99992114
PTPN9,PTPN9,0.9999612
SDCBP,SDCBP,1.0
ABL1,ABL1,0.9999756
TSFM,TSFM,0.9999528
NDUFAF1,NDUFAF1,1.0
UQCRH,UQCRH,1.0
AC099850.1,AC099850.1,1.0
PEX11A,DAAM2,0.52214265
DAAM2,DAAM2,1.0
MGAT3,MGAT3,1.0
SLF2,SLF2,1.0
SLC12A7,SLC12A7,0.99997413
S1PR1,S1PR1,0.9999117
AC006042.7,AC006042.7,1.0
PSAT1,PSAT1,1.0
RP11-527L4.2,RP11-527L4.2,1.0
RP11-495P10.1,RP11-495P10.1,1.0
PCDHA3,TMEM233,0.3591313
TMEM233,TMEM233,0.9999826
GRPEL1,GRPEL1,1.0
TTK,TTK,0.99995005
LDHB,HSP90AB1,0.314094
PA2G4,HSP90AB1,0.31472263
RAN,HSP90AB1,0.31546536
HSPD1,HSP90AB1,0.32126844
PRDX1,HSP90AB1,0.32721242
HMGB1,HSP90AB1,0.3306131
FTH1,HSP90AB1,0.33444047
PTMA,HSP90AB1,0.35148597
NPM1,HSP90AB1,0.36789504
HSP90AA1,HSP90AB1,0.38945577
HSP90AB1,HSP90AB1,1.0
LLPH,LLPH,1.0
RP11-475E11.9,RP11-475E11.9,0.999921
TMEM120B,TMEM120B,1.0
RP11-689C9.1,RP11-689C9.1,0.9999489
PMEL,PMEL,0.99996686
ARHGEF10,ARHGEF10,0.9999421
FUT1,FUT1,0.9999451
C10orf88,C10orf88,1.0
FAM129B,FAM129B,0.99991226
NOS1AP,NOS1AP,1.0
PDLIM3,PDLIM3,1.0
ZBTB6,ZBTB6,1.0
HIPK1-AS1,HIPK1-AS1,1.0
ZNF572,ZNF572,0.99994004
CTD-2012K14.8,CTD-2012K14.8,0.99999183
EPCAM,EPCAM,0.9999247
RP11-85G21.3,RP11-85G21.3,0.9999449
WDR18,WDR18,0.99997795
PRF1,PRF1,0.99998975
GPR82,GPR82,0.99988884
NPM1,SLC25A3,0.31793165
GNB2L1,SLC25A3,0.35608062
SLC25A3,SLC25A3,0.9999966
UTP11L,UTP11L,0.9999842
MT-ND4,MT-ND5,0.31879494
MT-CO3,MT-ND5,0.32058585
MT-ND2,MT-ND5,0.34076932
MT-CYB,MT-ND5,0.34395432
MT-ND5,MT-ND5,0.9999983
LIMS2,LIMS2,1.0
IGSF1,IGSF1,1.0
ADGRE5,ADGRE5,1.0
SMAD3,SMAD3,0.99997807
SPR,SPR,1.0
ZNF776,ZNF776,1.0
RINT1,RINT1,1.0
ARMC10,ARMC10,1.0
TMEM140,TMEM140,0.999897
MAPK1,MAPK1,1.0
HNRNPH3,HNRNPH3,1.0
LARP1B,LARP1B,0.99998003
HSPA5,HSPA5,1.0
FCHSD1,FCHSD1,1.0
PATL2,PATL2,1.0
BOP1,BOP1,0.99994826
RP11-421L21.3,RP11-421L21.3,1.0
RNF208,RNF208,1.0
GDPD3,GDPD3,0.99984175
CHAC2,CHAC2,1.0
ZCWPW1,ZCWPW1,0.9999099
KEL,KEL,1.0
HYPK,HYPK,0.99997276
RP11-466P24.6,RP11-466P24.6,0.9998545
BRCA1,BRCA1,1.0
OSBP2,OSBP2,1.0
KRCC1,KRCC1,1.0
WARS,WARS,1.0
PNPLA1,PNPLA1,1.0
GTF2H4,GTF2H4,0.99990106
BAMBI,BAMBI,0.99992836
RAC2,RAC2,1.0
YARS,YARS,0.999967
ITGB4,ITGB4,0.9999986
NDUFA12,NDUFA12,0.9999949
ASNS,ASNS,0.99994564
TRIM63,TRIM63,0.9999797
RGS12,RGS12,1.0
ZNF704,ZNF704,1.0
TONSL,TONSL,1.0
FAM86B1,FAM86B1,1.0
CYCS,SNRPD1,0.31023294
PTMA,SNRPD1,0.31254143
HMGB1,SNRPD1,0.31383905
PRDX1,SNRPD1,0.32427162
NDUFS5,SNRPD1,0.32686195
ATP5G3,SNRPD1,0.33554557
RAN,SNRPD1,0.33825985
NME1,SNRPD1,0.3557292
HSPE1,SNRPD1,0.36974597
RANBP1,SNRPD1,0.4091713
SNRPD1,SNRPD1,1.0
RSL1D1,RSL1D1,1.0
RP11-295G20.2,RP11-295G20.2,0.9999593
UBE2E1-AS1,UBE2E1-AS1,1.0
IKZF2,IKZF2,1.0
LINGO3,LINGO3,1.0
SLC6A9,SLC6A9,1.0
TRHDE,CLCN4,0.5064659
CLCN4,CLCN4,1.0
RAD54L,RAD54L,0.9999374
TOPORS-AS1,TOPORS-AS1,1.0
CENPP,CENPP,0.99991477
HRSP12,HRSP12,1.0
SLC25A43,SLC25A43,1.0
TECPR1,TECPR1,0.99987656
KLF14,KLF14,0.9999583
RP3-394A18.1,RP3-394A18.1,0.9999352
CREM,CREM,1.0
CA8,CA8,0.9999353
C8orf34,C8orf34,0.99994195
MMP9,MMP9,0.99988115
NOP16,NOP16,0.99997014
COCH,COCH,0.9999818
ZNF470,ZNF470,0.9999548
COL2A1,COL2A1,1.0
RP11-383M4.6,RP11-383M4.6,1.0
MRPS15,MRPS15,0.99999917
CNIH4,CNIH4,1.0
PLAGL1,PLAGL1,0.9999492
PLEK,PLEK,1.0
TMSB15A,TMSB15A,0.99997026
OPRD1,OPRD1,1.0
HIST1H2AE,HIST1H2AE,1.0
RRP1,RRP1,1.0
CDC20,HMMR,0.31194067
PLK1,HMMR,0.31238738
CENPF,HMMR,0.31307423
UBE2S,HMMR,0.35199437
HMMR,HMMR,1.0
TIRAP,TIRAP,1.0
AREG,AREG,1.0
HTR4,SEMA6A,0.35432726
SEMA6A,SEMA6A,1.0
RP1-29C18.10,RP1-29C18.10,1.0
DSE,DSE,0.9999184
MYL12A,MYL12A,1.0
CUEDC1,CUEDC1,1.0
PRG2,PRG3,0.35172606
SLC6A2,PRG3,0.354409
MME,PRG3,0.4568635
PRG3,PRG3,1.0
RP1-239B22.5,RP1-239B22.5,0.9999595
POP1,POP1,0.99993175
CCL5,CCL5,0.9998873
GHRL,GHRL,0.9999647
CIT,CIT,0.9999661
ZNF490,ZNF490,0.99992186
UBAP1L,UBAP1L,1.0
SAT2,SAT2,0.99996674
FMOD,CLIC3,0.4437318
CLIC3,CLIC3,0.99996376
TYW1B,TYW1B,0.999934
PAFAH1B3,PAFAH1B3,1.0
MME,SIGLEC10,0.3326263
SIGLEC10,SIGLEC10,1.0
APBB1IP,SLA,0.44367856
SLA,SLA,0.99996066
METTL9,METTL9,1.0
IDH3A,IDH3A,0.9999149
ZKSCAN2,ZKSCAN2,0.9998896
BVES,BVES,1.0
SLC27A3,SLC27A3,1.0
TIMM10,TIMM10,0.99997735
RPL36,RPS27,0.3111067
RPLP1,RPS27,0.3303015
RPS6,RPS27,0.3318193
RPS14,RPS27,0.35653374
